lat,long,density
40.7875631579,-73.8381736842,19
40.6596717949,-73.8371128205,39
40.7201329381,-73.9831458498,759
40.7854217172,-73.9783439394,594
40.8323727273,-73.858030303,33
40.6736342105,-73.8809210526,38
40.7575971098,-73.9735092486,865
40.7706604869,-73.959155618,534
40.7195887175,-74.0092715909,1232
40.7326343891,-73.9876077677,1326
40.7139959292,-73.990360885,565
40.9034333333,-73.8139166667,6
40.6789466667,-74.010670303,165
40.8769862745,-73.9112745098,51
40.7046941685,-73.9313542117,463
40.7352824605,-73.9921139651,1203
40.6944663004,-73.9683564103,273
40.8569818182,-74.0270090909,11
40.86166,-73.7978,5
40.7533422388,-73.9788804478,670
40.6702592834,-73.9884586319,307
40.722435558,-74.0034467177,914
40.7665549451,-73.9665606227,546
40.7088985386,-74.0049430063,958
40.6899714286,-73.9957433766,385
40.74850721,-73.9917170063,1276
40.6343155172,-74.0003155172,58
40.7239500699,-74.0093285315,715
40.7388450593,-74.0308501976,253
40.7354835924,-74.0072591537,1158
40.8035276423,-73.9399280488,246
40.7444787037,-73.9175268519,108
40.7214306452,-73.8082064516,62
40.8728290323,-73.8452709677,31
