lat,long,density
40.7143857895,-73.9906581579,380
40.8878,-73.967675,8
40.82121875,-73.855325,16
40.7200348469,-73.9571440338,947
40.6892484615,-73.9096353846,130
40.7435913223,-74.0072756198,484
40.7304097902,-73.9578807692,286
40.7250108619,-73.9834454545,847
40.7978291667,-74.0009916667,24
40.71455625,-73.81770625,16
40.7625752688,-73.9983991398,465
40.8692451613,-73.8798129032,62
40.7649322581,-73.986072326,589
40.7220002667,-73.9877585778,1125
40.7174990237,-73.9619924686,717
40.755361825,-73.9679612663,537
40.7220973684,-73.9002078947,38
40.7468101208,-73.9780924471,662
40.6785062762,-73.9713050209,239
40.7904462121,-73.9441522727,132
40.8656307692,-73.9018038462,26
40.7380219971,-73.9914855282,691
40.7557890351,-73.9876583333,456
40.8468642857,-73.9091107143,28
40.7433126263,-73.9845122896,594
40.7444486486,-73.989560395,962
40.7755435,-73.9885105,200
40.8218375,-73.9024,24
40.6659648148,-73.9613074074,108
40.6755137441,-73.9638194313,211
40.6404722222,-73.9582888889,54
40.7268214487,-73.9946477893,1063
40.7342217184,-73.9994885442,1257
40.7297035849,-73.9911272642,1060
40.7109065134,-74.0075310345,522
40.84884,-73.78708,5
40.9020571429,-73.8080857143,7
40.7081733333,-73.78344,15
40.7390789474,-73.7842263158,19
40.6324698413,-74.0270238095,63
40.7235293065,-73.9787,447
40.7437356877,-73.9995284387,538
40.7146218121,-73.9436912752,298
40.6450376623,-73.7811274583,539
40.6367916667,-73.9679116667,60
40.7631876248,-73.9709477046,501
40.7018122951,-73.9143819672,122
40.8016700893,-73.9371933036,224
40.70259,-73.8037933333,30
40.7412411429,-74.0049532063,1575
40.7483596899,-73.9837244186,516
40.763755,-73.77347,20
40.7764274005,-73.9544735363,427
40.850475,-73.8615694444,36
40.6179869565,-74.0320043478,69
40.7540901961,-73.8801313725,51
40.669445,-73.8086,20
40.7698028926,-73.9610078512,242
40.70943,-73.87122,20
40.6528851852,-73.9450740741,54
40.7453768456,-73.9549302013,298
40.6840160714,-74.0016958333,168
40.7570105263,-73.9255036842,190
40.6203842105,-73.9834157895,19
40.8438357143,-73.9392771429,70
40.7239692645,-73.997630955,911
40.6540549451,-73.9597901099,91
40.7352225368,-74.0063062288,883
40.7377887129,-73.9828550495,505
