lat,long,density
40.7027962963,-73.8671185185,27
40.8750428571,-73.8752619048,21
40.8815,-73.9817142857,7
40.7507174129,-73.9426761194,201
40.9013875,-73.8626,16
40.7523851852,-73.8903222222,54
40.7300170915,-73.9801949025,667
40.6740153439,-73.9499910053,189
40.7227301624,-73.9975901392,862
40.7931397436,-73.9711038462,156
40.7424328358,-74.0398231343,134
40.6698903226,-73.7979064516,31
40.7096228669,-74.0151170648,293
40.6439205882,-73.8986264706,34
40.7149579035,-74.0093607321,601
40.7447547231,-74.0070192182,614
40.6835046512,-73.9505403101,129
40.7176846809,-73.999129078,705
40.6744956522,-73.8577304348,23
40.7646580769,-73.966925,260
40.7776271605,-73.9799057613,243
40.6804403846,-73.9997474359,156
40.7500403274,-73.9931730655,672
40.6146904762,-73.9804095238,21
40.7808461538,-73.8396461538,13
40.7159440777,-73.9508071845,515
40.7153043478,-73.7831521739,23
40.6367607143,-74.02445,56
40.6557378378,-73.9234972973,37
40.6196606061,-73.9401818182,33
40.7325728571,-73.9863146032,630
40.6955873684,-73.9334436842,190
40.7734385027,-73.9623860963,187
40.8591175,-73.88794,40
40.8172692857,-73.9415528571,140
40.65240625,-73.83733125,16
40.7397342758,-74.0078249279,1733
40.675710728,-73.981537931,261
40.7568504323,-73.9732994236,347
40.738500304,-73.9873243161,658
40.7057682927,-73.9001414634,41
40.7791075,-73.9565205,200
40.7274552083,-73.9569715278,288
40.7755352041,-73.9502808673,392
40.6748044025,-73.9719886792,159
40.8039099476,-73.9540015707,191
40.7978016129,-73.9383096774,124
40.6775295455,-73.9094454545,44
40.8262416667,-73.8880125,24
40.7090261176,-74.0053305882,425
40.8404888889,-73.9733444444,9
40.8970333333,-73.7752666667,3
40.7496104693,-73.972966787,277
40.6858963415,-73.9575556911,246
40.7237804348,-74.0354956522,92
40.7564660622,-73.9831145078,386
40.648074,-73.975716,50
40.7436427869,-73.9832939344,610
40.7754266187,-73.9880517986,139
40.7052368421,-73.9325441296,247
40.7330268111,-74.0027495146,1339
40.6938357664,-73.9628905109,137
40.7220537468,-74.0094330749,387
40.7017726415,-73.9148207547,106
40.6593556962,-73.9503101266,79
40.6529849315,-74.0068465753,73
40.7548481229,-73.9975354949,293
40.6827942529,-73.9283735632,87
40.6463263736,-73.7894835165,91
40.701384,-73.809478,50
40.6718591954,-73.9911304598,174
