lat,long,density
40.7203098446,-73.9892409697,2702
40.7439217862,-73.9789017591,739
40.6998610478,-73.9310259681,439
40.8137930147,-73.9411878676,272
40.7052886364,-73.8146795455,88
40.7408773087,-74.0054681698,4169
40.685296997,-73.9703432432,333
40.7220926778,-73.9565021967,956
40.7441606061,-73.906889899,99
40.8724836066,-73.8936213115,61
40.6788935065,-74.005725974,77
40.7647130556,-73.9843128704,1080
40.7100864297,-74.0094116317,619
40.7431405751,-74.0323996805,313
40.6251,-74.0284865385,52
40.7854491803,-73.9763619672,305
40.7516927778,-73.986651,900
40.6320649123,-73.9220631579,57
40.7763046,-73.9533642,500
40.745452381,-73.7840761905,42
40.6696156863,-73.8883411765,51
40.7691634615,-73.832025,52
40.7286326139,-73.9907428058,1668
40.7222709677,-73.8581467742,62
40.8552594203,-73.9300456522,138
40.7307159826,-74.003122699,1608
40.6702988372,-73.9862052326,344
40.6735548173,-73.9550451827,301
40.7131164835,-73.9508302198,546
40.6948587838,-73.9102047297,148
40.8598954545,-73.8444136364,44
40.805971308,-73.9592198312,237
40.7647197531,-73.9180728395,324
40.6585725,-73.789635,40
40.6457895522,-74.0093820896,67
40.7197159758,-74.0016749568,1158
40.7274598592,-73.9820800176,1136
40.7130649165,-73.9396634845,419
40.7494664606,-74.0006914992,647
40.6923815094,-73.9893520755,265
40.8664666667,-73.9935416667,12
40.6409008264,-73.9620603306,121
40.6751784314,-73.8435431373,51
40.7081587031,-73.9225061433,293
40.746568,-73.9472235,200
40.753185,-73.87778125,80
40.7594742627,-73.9686923592,746
40.7226508065,-74.0427274194,124
40.7620691193,-73.9944996656,897
40.7130495908,-73.963006383,611
40.676136036,-73.9300396396,111
40.7406434964,-73.9907705515,961
40.6896533333,-73.9520712121,330
40.7747948718,-74.0256641026,39
40.8339041667,-73.9015229167,48
